Count,Index,DialogID,Dialog,Agreed emotion (2/3 vote),Worker 1 answer,Worker 2 answer,Worker 3 answer
9653,0.9-3086343,8333596,"Why socialism ?
I shall keep my answer rather brief .
Thank God for small mercies !",Grateful,Joyful,Grateful,Grateful
9654,0.9-3108783,8398944,"Okay . Who wants to go first ?
I killed Kristin .",Guilty,Guilty,Guilty,Guilty
9655,0.9-3072172,8293479,I hope that after I graduate I will find work in Morocco .,Hopeful,Hopeful,Hopeful,Hopeful
9656,0.9-3102045,8378696,Got enough breath left to do that ? I 'm impressed . I mean it !,Impressed,Confident,Impressed,Impressed
9657,0.9-3102585,8379971,Give it up . They 're practically engaged . You can 't compete with beauty ... l 'm not . I 'm just staring .,Jealous,Jealous,Annoyed,Jealous
9658,0.9-3045479,8220185,"Hey , Kelso .
Well , that 's a mighty big smile . What , did you get into the Play-doh ?
No . I 'm happy 'cause today is Gift Day . And in honor of this special day , I got you all gifts .",Excited,Excited,Excited,Joyful
9659,0.9-3016992,8140619,"Do you know what marriage has brought me ?
I don 't have eat alone any more .",Lonely,Lonely,Lonely,Lonely
9660,0.9-3074004,8298702,"Okay , you can open them now What was that ?
I suddenly remembered a game I played when I was young",Nostalgic,Nostalgic,Nostalgic,Nostalgic
9661,0.9-3045246,8219512,"You will pay for your insolence .
Oh , that hurt !
Alright guys . I 've got my spell ready . Da me he fermentum",Prepared,Prepared,Prepared,Anticipating
9662,0.9-3027436,8170066,"Your son ?
You should be proud of him . How old is he ?
Five and a half . Mine 's graduating college this year ... on a scholarship too ...",Impressed,Impressed,Proud,Impressed
9663,0.8-8284,8244169,"He won 't be here for this birthday .
No more roses .",Sad,Sad,Sad,Sad
9664,0.9-3069679,8286838,Those are my dad 's glasses . They 're getting some use .,Sentimental,Sentimental,Sentimental,Sentimental
9665,0.9-3128195,8452633,I can 't believe we 're doing this .,Surprised,Surprised,Surprised,Surprised
9666,0.8-7752,7704898,"You 'll be shaking in your boots by corpses in their birthday suits .
The horror mounts , the terror grows , these monsters have no use for clothes !",Terrified,Terrified,Terrified,Terrified
9667,0.9-3090661,8345394,"Pretty cushy gig for a jig , trusting you around all of this merchandise . How are we to know that you 're not stealing shit ?",Questioning,Trusting,Questioning,Questioning
9668,0.9-3012125,8127024,"Just so you know , I don 't have anything to do with this .
It 's your mother who ... And mine too .",Agreeing,Agreeing,Agreeing,Agreeing
9669,0.9-3038049,8199815,"Hey there buddy how 's it going ?
Good to see , ya .",Acknowledging,Acknowledging,Acknowledging,Acknowledging
9670,0.9-3086223,8333255,"Go get some snacks .
Perhaps a carbonated soda .
I hope they have icies !",Hopeful,Hopeful,Hopeful,Hopeful
9671,0.8-7333,7299317,This is the only way . It must be very stressful . It 'll get better .,Encouraging,Encouraging,Encouraging,Hopeful
9672,0.9-3096182,8361907,"Sorry , allergies .",Sympathizing,Consoling,Sympathizing,Sympathizing
9673,0.9-3139179,8484741,"Is that sufficient pressure ?
You could go a little harder .",Suggesting,Acknowledging,Suggesting,Suggesting
9674,0.9-2915888,7871037,"It 's just the two of us .
Now , are you going to apologize ?",Questioning,Questioning,Questioning,Questioning
9675,0.9-3072254,8293662,Full speed forward .,Encouraging,Encouraging,Encouraging,Encouraging
9676,0.9-3074265,8299437,"But , a king wouldn 't leave .",Disappointed,Disappointed,Terrified,Disappointed
9677,0.8-8208,8164201,"Apparently Jarod 's been working at this university ... doing some type of genetic engineering with plants .
You think he 's in here ? Lights are on . Somebody 's home .",Afraid,Afraid,Apprehensive,Afraid
9678,0.7-2080,3050552,"Be careful now , he bites .
You son of a bitch !",Furious,Furious,Angry,Furious
9679,0.8-7648,7607506,"I can 't , he 's keeping me awake .",Annoyed,Annoyed,Annoyed,Angry
9680,0.9-3107258,8393625,I got it . I 'm waiting for last call .,Anticipating,Anticipating,Anticipating,Anxious
9681,0.7-5871,8060851,We have to rush . First interview at 2 .,Anxious,Anxious,Afraid,Anxious
9682,0.9-3125346,8445276,"Charley .
I 'm not sure what 's worth saying or not .",Apprehensive,Apprehensive,Apprehensive,Apprehensive
9683,0.9-3065017,8273652,"No matter how hard it is to make a living , don 't do self-injury act to swindle others .
Gee . Man . People can do many things when they live in this world . I am ashamed .",Ashamed,Ashamed,Ashamed,Embarrassed
9684,0.9-3125933,8446819,"What can you possibly do ?
I 'll try to spend as much time with her as possible .",Caring,Caring,Caring,Sentimental
9685,0.9-3137540,8480361,"It really looks like an angel 's wings .
I can do this !",Confident,Confident,Confident,Confident
9686,0.9-3101483,8377175,"Somebody help me !
Anybody up there ?
I 'm done with my hole now .",-,Content,Proud,Prepared
9687,0.9-3033772,8187991,"People always abandon me . I had a boyfriend , we were a long time together ... almost two years . I thought we would get married and have children .
That 's what I imagined . But one day he left me . He said he was no longer in love with me . I couldn 't believe it .",Devastated,Devastated,Sad,Devastated
9688,0.8-7997,7933343,"Of course . The vegetable competition . Your loyalty is moving .
Sadly , you won 't be . Come along , Phillip . Everyone 's been looking forward to a good show . Let 's see they get one .",Sad,Sad,Sad,Sad
9689,0.9-3097284,8364788,Ouch ! It would appear Ramius was attempting to get to one of his ships .,Afraid,Afraid,Afraid,Disgusted
9690,0.9-3070201,8288329,"Yes , what is it , damn you ?
Come in or go away .
I can 't speak into the garden .",Ashamed,Ashamed,Embarrassed,Ashamed
9691,0.8-6850,6821610,"Everybody , listen ! Mr Anderson wants his team to play us .
A Japan-America All-Star game !",Anticipating,Excited,Anticipating,Anticipating
9692,0.9-3114057,8413552,"What can you do for Ziggy ?
We ask only loyalty .",Trusting,Trusting,Faithful,Trusting
9693,0.6-581,6252673,"Little Bird , what did you tell Ciro ?
I said no way .
Look what those bastards did to me !",Angry,Angry,Devastated,Angry
9694,0.9-3088790,8340232,"May I tell you a secret ?
In my prayers I thank God for granting my son his true love at an early age .",-,Faithful,Hopeful,Grateful
9695,0.9-3123520,8440088,i kill someone sclince,Guilty,Guilty,Guilty,Guilty
9696,0.9-3077183,8308483,I hope the next time we play it 'll be an even game,Hopeful,Hopeful,Consoling,Hopeful
9697,0.9-3127166,8450123,"Hey , just think about it . We got 4 years of high school to look forward to together .
Ooh . Sammies . Sergei is hungry .
So is Miss Ungermeyer . You are strong woman . You protect cubs like lioness .
Sergei is impressed .",Impressed,Impressed,Impressed,Impressed
9698,0.9-3111593,8407097,"The children are so adorable . You just wanna bake them some cookies and give them a bath .
Morning , ladies . Hi .
Our water sprite in her element ? Building her calorie debt . Don 't I wish I had one of those .",Jealous,Jealous,Nostalgic,Jealous
9699,0.9-3066710,8278194,I 'm so happy !,-,Joyful,Proud,Excited
9700,0.9-3055286,8246874,"I was alone outside the compound , eating my ration in private .",Lonely,Lonely,Afraid,Lonely
9701,0.9-3080985,8318868,"Just like the good old days , man .",-,Sentimental,Neutral,Nostalgic
9702,0.9-3059625,8258084,Your glasses will be ready tonight,Prepared,Prepared,Prepared,Prepared
9703,0.9-3039832,8204763,"My mom 's a great singer . Ask her to sing . No !
Yes . No , I haven 't sung in ages . I 'm not singing . It 's a lie . Nicholas told us everything . No . Ask her .
Mom , come on . Show them how good you are .
Make me proud .",Proud,Proud,Sentimental,Proud
9704,0.8-8304,8259706,He died ten minutes ago .,Sad,Devastated,Sad,Sad
9705,0.9-3090086,8344038,"I just got it back from the Martinizing . They do a nice job over there .
Say hi to Dad for me . I put Allegra 's graduation picture in a frame for him .",-,Proud,Nostalgic,Sentimental
9706,0.9-3134147,8469977,"Heaven must have sent you to help while my husband is gone .
It 's an incredible coincidence . The mailman said that Louis sent this ... They 've operated on my eye I can 't see a thing . The last time he wrote was during some scholastic excursion .",Devastated,Devastated,Devastated,Surprised
9707,0.8-7821,7772571,She said she was fighting frogmen .,Terrified,Apprehensive,Terrified,Terrified
9708,0.9-3091830,8348614,K 'tano has given me a mission of great importance . I 'll bet he has . I have accepted this mission freely .,Confident,Trusting,Confident,Confident
9709,0.9-3055535,8247636,Oh ... I totally deserve that .,Agreeing,Furious,Agreeing,Agreeing
9710,0.9-3055744,8248056,"I 've never been so happy !
That 's just swell , Winston .",Acknowledging,Acknowledging,Questioning,Acknowledging
9711,0.9-3095463,8359805,"It was weird , like a slow-motion movie . Talk about lakes of fire and brimstone . It was definitely not a vacation spot . But I can 't wait to go again .
Well , I hope this testing works out for you . The professor seemed excited .",Acknowledging,Consoling,Acknowledging,Acknowledging
9712,0.8-7433,7400060,Chris ... It 'll get better,Hopeful,Hopeful,Hopeful,Hopeful
9713,0.9-3099930,8372857,"Sorry , I 've forgotten the word in English .",Embarrassed,Embarrassed,Embarrassed,Neutral (Other)
9714,0.9-3142557,8494208,"Ah ... How the hell do you know that ?
Maybe I read about it in one of your biographies .",-,Questioning,Hopeful,Suggesting
9715,0.9-2941706,7937512,"Hae-joo , you don 't have the slightest idea why I do this ?",-,Suggesting,Surprised,Questioning
9716,0.9-3088313,8339044,"Well OK , I wish you the best",Wishing,Encouraging,Wishing,Wishing
9717,0.9-3076400,8305923,"You see him ?
Yeah , he just went through there on the side .",Agreeing,Agreeing,Agreeing,Neutral
9718,0.8-8240,8190890,I think someone is fainted .,Terrified,Terrified,Terrified,Terrified
9719,0.7-2091,3088422,"Shut up , you fools !",-,Annoyed,Furious,Angry
9720,0.8-7796,7757363,"Did the map mention how those guys died ?
They made too much noise .",-,Angry,Annoyed,Furious
9721,0.9-3125287,8445139,"The base exchange was selling swords to enlisted . One was definitely to Seaman MacDonald ; there were three other Seamen who illegaly bought officer 's swords and I 've got their descriptions .
Okay . Where are ya ?
I 'm , ah , waitin ' for my helo ride . It 's gonna be a couple of hours , though .",Excited,Excited,Excited,Anticipating
9722,0.7-5873,8061957,"Carbs were not the answer .
Was i working out the stress ? Sure , there was that . But i also had something far more worrisome coming up : My dress fitting .",Anxious,Anxious,Anxious,Apprehensive
9723,0.9-3127771,8451649,"YOUR LOVE IS LIKE A BEAUTIFUL ROSE Let me out .
I don 't want to do this .",Afraid,Afraid,Apprehensive,Afraid
9724,0.9-3090350,8344768,"All of you are willing to die for a cause .
I 'm ashamed to say I 'm not that committed .",Guilty,Guilty,Ashamed,Guilty
9725,0.9-3141016,8489978,"Where 's Lefty ?
I 'm helping him out because he had to make other deliveries .",Caring,Trusting,Caring,Caring
9726,0.9-3145608,8502409,"Hey , Mangeun .
Excuse me , what did you say ?
I sure know how to eat the yellow of an egg .",Confident,Jealous,Confident,Confident
9727,0.9-3101819,8378272,I 'm just gonna take a bath .,-,Joyful,Content,Anticipating
9728,0.9-3042182,8211451,"The boy comes in here to help and what do you do ?
Make a string of vile insinuations .
I 'm making enquiries , Mr Talbot , not insinuations . I hope you 're not one of these chip-on-the-shoulder types who always take the criminal 's side , Barnaby .
No , I 'm one of those let 's-do-the-job-properly types . It was just totally devastating . I still can 't believe it .",Devastated,Devastated,Devastated,Devastated
9729,0.8-8008,7946664,"You really let me down . And that 's hard to do , because I don 't expect much from the inbred child of a retard .",Surprised,Surprised,Disappointed,Surprised
9730,0.9-3104927,8386691,I 'm sick to death of your bloody hysteria !,-,Furious,Disgusted,Annoyed
9731,0.9-3077594,8309578,"It 's ridiculous .
I can 't find my panties . the ones I wore that night .",Annoyed,Annoyed,Annoyed,Embarrassed
9732,0.8-6897,6873253,We 're going to the movies .,Excited,Excited,Excited,Anticipating
9733,0.9-3132806,8465556,"Where 's this ?
Recite the solemn oath . Never to reveal our secrets-",-,Sentimental,Faithful,Trusting
9734,0.6-582,6253765,"Should we go over here ?
This damn rug !",Furious,Furious,Furious,Disgusted
9735,0.9-3105661,8388933,"hey I 'm happy come and celebrate with me ?
you really good ok I will be gone soon He find his job
Thank god",Grateful,Content,Grateful,Grateful
9736,0.9-3152922,8522279,"Hey , man . I wouldn 't drink that . You 'll get herpes or something .
So how did you do ? Did all right . What happened ?
I shot the principal and some other people , and ...",Guilty,Ashamed,Guilty,Guilty
9737,0.9-3078192,8311088,Give it a shot . Pray to God that you 're gonna get out of this alive .,Confident,Confident,Faithful,Confident
9738,0.9-3133086,8466582,"Comfortable , I will get along with it .
We not remaining in the castle ! It is an instructions of pnmn . All our tents from backwards .
Wow . Your tooth 's dug everything by yourselves . Impresses .",Impressed,Impressed,Surprised,Impressed
9739,0.9-3124226,8442003,"how they 're kissing and hugging ... Then I imagine them going home . And probably having terrible sex .
I 'm 25 , Florian . I 've never had a steady relationship . It 'll come . Maybe some people are meant to be alone their whole lives .
Rubbish , you 'll find the right one someday .
I envy Till and Petronella . They wake up beside somebody every day . Petronella is thinking of leaving Till .",-,Sad,Jealous,Sentimental
9740,0.9-3088036,8338197,She was so happy that day .,Joyful,Joyful,Excited,Joyful
9741,0.9-3062741,8266790,There 's nobody here .,-,Surprised,Sad,Lonely
9742,0.9-3091138,8346452,This reminds me of when we used to play dodge ball in gym class .,-,Nostalgic,Sentimental,Neutral
9743,0.9-3062031,8264778,We are prepared for any and all contingencies .,-,Afraid,Apprehensive,Prepared
9744,0.9-3047639,8226268,"Transfer to the medical ship is complete . All refugees are safely onboard .
Thank you , andromeda . Ladies and gentlemen , We 'll soon be transporting you To a new place With the special care that you need .
I 'm scared . I don 't want to go . I liked my jigsaw . Think of it as going home .
Will there be flowers there ?
It will be a brand new world With better things to come For all of you . I promise .
You 're heroes . You 've won your fight for freedom .",-,Content,Proud,Confident
